x,y,z,srp_score
0.86,0.04,0.0,-0.001792649266652911
0.88,0.04,0.0,-0.003977605215041748
0.9,0.04,0.0,-0.002213323981906758
0.92,0.04,0.0,-0.0008870678277347752
0.9400000000000001,0.04,0.0,-0.000984107535731037
0.9600000000000001,0.04,0.0,0.0014237689296883868
0.98,0.04,0.0,0.0018788939271352058
1.0,0.04,0.0,0.0007666571945098792
1.02,0.04,0.0,-0.00021423851061730143
1.04,0.04,0.0,-8.71088952717971e-05
1.06,0.04,0.0,-0.002052480518557652
1.08,0.04,0.0,-0.0008486649745122594
1.1,0.04,0.0,0.0009274811383086129
1.12,0.04,0.0,0.0042344919950423
1.1400000000000001,0.04,0.0,0.005229716125595007
1.1600000000000001,0.04,0.0,0.005875385714358334
1.18,0.04,0.0,0.002992748985644119
0.02,0.06,0.0,-0.0022487519127069935
0.04,0.06,0.0,-0.002766149606161382
0.06,0.06,0.0,-0.0014164618571393334
0.08,0.06,0.0,-0.0022273966397126756
0.1,0.06,0.0,0.0002320422770007723
0.12000000000000001,0.06,0.0,0.0024449791612377683
0.13999999999999999,0.06,0.0,-0.007874447664546645
0.16,0.06,0.0,0.04030459662759451
0.18,0.06,0.0,0.002763133015978742
0.19999999999999998,0.06,0.0,0.0014186923427833675
0.22,0.06,0.0,-0.002305276816118324
0.24,0.06,0.0,0.003933738612800091
0.26,0.06,0.0,0.010654048864324181
0.28,0.06,0.0,0.00928787326044145
0.30000000000000004,0.06,0.0,0.030719582521556557
0.32,0.06,0.0,0.005813140845910255
0.34,0.06,0.0,0.015875938130267744
0.36000000000000004,0.06,0.0,0.0022317149403583403
0.38,0.06,0.0,-0.0047412324565853994
0.4,0.06,0.0,-0.0036588848260518106
0.42000000000000004,0.06,0.0,0.0083403115036334
0.44,0.06,0.0,0.021019023077784457
0.46,0.06,0.0,0.04635627751965939
0.48000000000000004,0.06,0.0,-2.273004591779907e-05
0.5,0.06,0.0,-0.01072992792023455
0.52,0.06,0.0,-0.005910702971994313
0.54,0.06,0.0,-0.0013516397742117845
0.56,0.06,0.0,0.02243344528491401
0.5800000000000001,0.06,0.0,0.008375016664556941
0.6,0.06,0.0,0.011344761988756804
0.62,0.06,0.0,-0.0003708795065030984
0.64,0.06,0.0,0.001520567495226501
0.66,0.06,0.0,-0.00029609111950447257
0.68,0.06,0.0,-0.0002066985109551444
0.7000000000000001,0.06,0.0,-0.003479357191442919
0.7200000000000001,0.06,0.0,0.012780422405883285
0.74,0.06,0.0,0.009299537091628679
0.76,0.06,0.0,0.00014814471554499683
0.78,0.06,0.0,-0.0024267255318717084
0.8,0.06,0.0,-0.0036546485241542685
0.8200000000000001,0.06,0.0,-0.003650606376992723
0.8400000000000001,0.06,0.0,-0.0035820729195368967
0.86,0.06,0.0,-0.002083526411062365
0.88,0.06,0.0,0.0008266766049179326
0.9,0.06,0.0,0.002880528612560557
0.92,0.06,0.0,0.0029379599636167593
0.9400000000000001,0.06,0.0,0.0012064101960939282
0.9600000000000001,0.06,0.0,0.0011742775952554207
0.98,0.06,0.0,-8.535800282941756e-05
1.0,0.06,0.0,-0.0029504911410007622
1.02,0.06,0.0,-0.0016746361287278497
1.04,0.06,0.0,0.00012065956188717628
1.06,0.06,0.0,0.0028871993145810826
1.08,0.06,0.0,0.0037636710900910437
1.1,0.06,0.0,0.004084519777650076
1.12,0.06,0.0,0.001622671049809586
1.1400000000000001,0.06,0.0,-0.0006714818854545402
1.1600000000000001,0.06,0.0,-0.005291675759317378
1.18,0.06,0.0,-0.0069064121212736385
0.02,0.08,0.0,-0.0074830866498381814
0.04,0.08,0.0,0.0037801237606932413
0.06,0.08,0.0,-0.003956222748852054
0.08,0.08,0.0,-0.0002507185852400121
0.1,0.08,0.0,-0.005713088080765001
0.12000000000000001,0.08,0.0,-0.005238750893619891
0.13999999999999999,0.08,0.0,-0.002940580544698572
0.16,0.08,0.0,-0.011587597142514654
0.18,0.08,0.0,0.03156285783978559
0.19999999999999998,0.08,0.0,0.005698825789578989
0.22,0.08,0.0,0.00020854400933847722
0.24,0.08,0.0,-0.0028966180942930054
0.26,0.08,0.0,-0.006720877580643795
0.28,0.08,0.0,-0.004761626265362003
0.30000000000000004,0.08,0.0,-0.0007964709286976922
0.32,0.08,0.0,0.04422802332681523
0.34,0.08,0.0,0.009712789863628852
0.36000000000000004,0.08,0.0,0.012824402061100306
0.38,0.08,0.0,-0.005566554206979088
0.4,0.08,0.0,-0.015566143171793067
0.42000000000000004,0.08,0.0,0.008453832159002802
0.44,0.08,0.0,0.02216186292451248
0.46,0.08,0.0,0.05701000452335957
0.48000000000000004,0.08,0.0,-0.019318031443081824
0.5,0.08,0.0,0.0037811375752634384
0.52,0.08,0.0,0.009134934553388558
0.54,0.08,0.0,0.031009524395711415
0.56,0.08,0.0,-0.004970174680484752
0.5800000000000001,0.08,0.0,-0.005001342393777336
0.6,0.08,0.0,0.027035413491183494
0.62,0.08,0.0,0.0018835946420889703
0.64,0.08,0.0,0.004363477077477956
