mic_id,mic_index,distance_m,delay_sec,delay_ms,delay_samples
M01,0,0.6487102588983775,0.0018912835536395846,1.8912835536395847,90.78161057470005
M02,1,0.5810550748423079,0.001694038119073784,1.6940381190737839,81.31382971554163
M03,2,0.8917538898148974,0.002599865567973462,2.599865567973462,124.79354726272618
M04,3,0.6076183012385324,0.0017714819278091326,1.7714819278091325,85.03113253483836
M05,4,0.8623224454924041,0.002514059607849575,2.5140596078495747,120.67486117677959
M06,5,0.7011597535512146,0.0020441975322192845,2.0441975322192847,98.12148154652566
M07,6,0.6390813719707374,0.0018632109969992346,1.8632109969992345,89.43412785596325
M08,7,0.9306046421547661,0.0027131330675066066,2.7131330675066065,130.23038724031713
